price,house_type,house_type_2,rooms,m2,elevator,garage,neighbourhood,district
209995,Piso,interior,2,50.0,1,0,Las Acacias,Arganzuela
209995,Piso,interior,2,50.0,1,0,Embajadores,Centro
180000,Piso,exterior,1,50.0,1,1,Villaverde Alto,Villaverde
290000,Piso,interior,1,50.0,1,0,Universidad,Centro
176000,Piso,exterior,1,50.0,1,1,Rejas,San Blas-Canillejas
439000,Piso,interior,1,50.0,1,0,Castellana,Salamanca
1129000,Piso,exterior,2,105.0,1,0,Goya,Salamanca
2950000,Piso,exterior,4,241.0,1,1,Almagro,Chamberí
885000,Ático,exterior,2,127.0,1,0,Ríos Rosas,Chamberí
117600,Piso,exterior,4,95.0,1,1,Aluche,Latina
160000,Piso,exterior,3,81.0,1,0,Lucero,Latina
160000,Piso,exterior,2,68.0,1,0,Amposta,San Blas-Canillejas
160000,Piso,exterior,2,54.0,1,0,Puerta Bonita,Carabanchel
160000,Piso,exterior,1,40.0,1,0,Opañel,Carabanchel
160000,Piso,interior,1,80.0,1,0,Berruguete,Tetuán
160000,Piso,exterior,2,61.0,1,0,Numancia,Puente de Vallecas
160000,Piso,interior,1,54.0,1,0,Puerta del Ángel,Latina
160000,Piso,interior,1,54.0,1,0,Puerta del Ángel,Latina
1250000,Dúplex,exterior,5,279.0,1,1,Fuente del Berro,Salamanca
184000,Piso,interior,3,66.0,1,0,Buenavista,Carabanchel
149000,Piso,exterior,1,45.0,1,0,Puerta del Ángel,Latina
860000,Piso,interior,2,150.0,1,0,Lista,Salamanca
240000,Piso,exterior,2,105.0,1,0,Pinar del Rey,Hortaleza
380000,Piso,exterior,4,155.0,1,0,San Isidro,Carabanchel
300000,Piso,exterior,2,84.0,1,0,Valdeacederas,Tetuán
325000,Piso,exterior,3,99.0,1,0,San Pascual,Ciudad Lineal
205000,Piso,exterior,1,63.0,1,1,Ventas,Ciudad Lineal
72800,Piso,interior,2,52.0,1,0,Amposta,San Blas-Canillejas
240000,Piso,exterior,1,50.0,1,0,Quintana,Ciudad Lineal
165000,Piso,exterior,3,75.0,1,0,Puerta Bonita,Carabanchel
290000,Dúplex,exterior,2,51.0,1,0,Ventas,Ciudad Lineal
239000,Piso,interior,2,51.0,1,0,Embajadores,Centro
370000,Piso,interior,2,51.0,1,0,Ibiza,Retiro
159000,Piso,exterior,1,51.0,1,0,Vista Alegre,Carabanchel
179000,Piso,exterior,2,50.0,1,0,Simancas,San Blas-Canillejas
1400000,Piso,exterior,3,125.0,1,0,Castellana,Salamanca
225000,Piso,interior,1,50.0,1,0,Embajadores,Centro
190000,Piso,exterior,2,50.0,1,0,Simancas,San Blas-Canillejas
320000,Piso,interior,1,50.0,1,0,Cortes,Centro
240000,Piso,interior,2,50.0,1,0,Palos de Moguer,Arganzuela
400000,Piso,interior,2,52.0,1,0,Sol,Centro
199900,Piso,exterior,2,61.0,1,0,Ventas,Ciudad Lineal
4350000,Piso,exterior,4,370.0,1,0,Jerónimos,Retiro
155000,Piso,exterior,1,52.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
245000,Piso,exterior,2,52.0,1,0,La Chopera,Arganzuela
265000,Piso,interior,1,52.0,1,0,Valdefuentes,Hortaleza
58685,Piso,exterior,2,52.0,1,0,San Isidro,Carabanchel
148000,Piso,exterior,2,52.0,1,0,Buenavista,Carabanchel
148000,Piso,exterior,2,52.0,1,0,Buenavista,Carabanchel
239000,Piso,exterior,1,52.0,1,0,Embajadores,Centro
275000,Piso,exterior,1,52.0,1,0,Almenara,Tetuán
135000,Piso,exterior,2,52.0,1,0,Casco Histórico de Vicálvaro,Vicálvaro
1985000,Piso,exterior,3,160.0,1,0,Lista,Salamanca
3100000,Piso,exterior,4,250.0,1,1,El Viso,Chamartín
2950000,Piso,exterior,3,238.0,1,0,Cortes,Centro
1450000,Piso,exterior,3,117.0,1,0,Recoletos,Salamanca
1450000,Piso,exterior,3,117.0,1,0,Recoletos,Salamanca
2850000,Ático,exterior,3,230.0,1,1,Recoletos,Salamanca
2300000,Piso,exterior,1,186.0,1,0,Justicia,Centro
2250000,Piso,exterior,3,182.0,1,1,Justicia,Centro
1100000,Piso,exterior,2,89.0,1,1,Recoletos,Salamanca
222000,Piso,interior,3,75.0,1,1,Fontarrón,Moratalaz
175000,Piso,exterior,2,60.0,1,0,Zofio,Usera
430000,Piso,exterior,1,75.0,1,0,Embajadores,Centro
7900000,Piso,exterior,4,473.0,1,1,Castellana,Salamanca
435000,Piso,exterior,1,40.0,1,0,Palacio,Centro
458700,Piso,exterior,2,62.0,1,0,Ciudad Universitaria,Moncloa-Aravaca
849000,Piso,exterior,2,83.0,1,0,Castellana,Salamanca
181000,Piso,exterior,4,134.0,1,0,Lucero,Latina
4300000,Piso,exterior,4,280.0,1,0,Recoletos,Salamanca
189700,Piso,exterior,3,80.0,1,0,Portazgo,Puente de Vallecas
330000,Piso,exterior,1,78.0,1,0,Las Delicias,Arganzuela
788000,Piso,exterior,3,143.0,1,1,Valdezarza,Moncloa-Aravaca
890000,Piso,exterior,3,177.0,1,1,Valverde,Fuencarral-El Pardo
215000,Piso,exterior,3,85.0,1,0,Valdezarza,Moncloa-Aravaca
675000,Piso,interior,2,75.0,1,0,Goya,Salamanca
284000,Piso,exterior,2,90.0,1,0,Valdezarza,Moncloa-Aravaca
1000700,Piso,exterior,4,177.0,1,0,Nueva España,Chamartín
249900,Piso,exterior,2,70.0,1,0,Ventas,Ciudad Lineal
630000,Piso,exterior,3,96.0,1,0,Prosperidad,Chamartín
425000,Piso,exterior,3,90.0,1,0,Alameda de Osuna,Barajas
849000,Piso,interior,3,111.0,1,0,Justicia,Centro
1350000,Piso,exterior,3,109.0,1,0,Lista,Salamanca
1730000,Piso,exterior,4,158.0,1,0,Castellana,Salamanca
2990000,Casa,interior,7,1300.0,0,0,Valdemarín,Moncloa-Aravaca
455000,Piso,exterior,3,94.0,1,0,Canillas,Hortaleza
725000,Piso,exterior,3,121.0,1,0,Fuente del Berro,Salamanca
262500,Piso,exterior,1,58.0,1,0,Pacífico,Retiro
249500,Piso,interior,2,45.0,1,0,Universidad,Centro
650000,Piso,exterior,4,130.0,1,0,Guindalera,Salamanca
185000,Piso,exterior,1,58.0,1,0,Pueblo Nuevo,Ciudad Lineal
1840000,Piso,exterior,4,158.0,1,0,Castellana,Salamanca
3800000,Casa,interior,7,578.0,0,1,Nueva España,Chamartín
210000,Piso,exterior,1,59.0,1,0,San Isidro,Carabanchel
265000,Piso,interior,1,34.0,1,0,Palacio,Centro
160000,Piso,exterior,2,59.0,1,0,Palomeras Sureste,Puente de Vallecas
1150000,Chalet,interior,5,372.0,0,1,Peñagrande,Fuencarral-El Pardo
690000,Piso,exterior,4,193.0,1,1,Prosperidad,Chamartín
308000,Piso,exterior,3,83.0,1,0,Lucero,Latina
649000,Piso,exterior,2,59.0,1,0,Goya,Salamanca
239000,Piso,exterior,1,50.0,1,0,Quintana,Ciudad Lineal
170000,Piso,exterior,4,80.0,1,0,Canillejas,San Blas-Canillejas
490000,Piso,exterior,3,112.0,1,0,Imperial,Arganzuela
2300000,Piso,exterior,4,278.0,1,1,Nueva España,Chamartín
2300000,Piso,exterior,4,214.0,1,0,Castellana,Salamanca
675000,Piso,exterior,2,262.0,1,0,Embajadores,Centro
250000,Piso,exterior,2,75.0,1,0,Imperial,Arganzuela
178500,Piso,exterior,1,53.0,1,1,Rejas,San Blas-Canillejas
220000,Piso,interior,1,33.0,1,0,Argüelles,Moncloa-Aravaca
1370000,Piso,exterior,4,286.0,1,0,Goya,Salamanca
1320000,Piso,exterior,3,153.0,1,0,Castellana,Salamanca
279000,Estudio,exterior,0,33.0,1,1,Embajadores,Centro
790000,Piso,exterior,4,164.0,1,0,Ciudad Jardín,Chamartín
1395000,Piso,exterior,5,320.0,1,1,Colina,Ciudad Lineal
400000,Estudio,exterior,0,81.0,1,0,Palacio,Centro
535000,Piso,exterior,1,45.0,1,0,Recoletos,Salamanca
890000,Piso,interior,3,121.0,1,1,Recoletos,Salamanca
152500,Piso,exterior,3,75.0,1,0,Los Rosales,Villaverde
152500,Piso,interior,4,75.0,0,0,Los Rosales,Villaverde
147000,Piso,exterior,3,72.0,1,0,Butarque,Villaverde
145000,Piso,exterior,3,71.0,1,0,Las Águilas,Latina
192000,Piso,exterior,3,94.0,1,0,Ventas,Ciudad Lineal
192000,Piso,exterior,3,94.0,1,0,Ventas,Ciudad Lineal
180000,Piso,exterior,3,88.0,1,0,Abrantes,Carabanchel
135000,Piso,exterior,3,66.0,1,0,Villaverde Alto,Villaverde
98200,Piso,interior,2,48.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
575000,Chalet,exterior,4,281.0,0,1,Rejas,San Blas-Canillejas
380000,Ático,exterior,1,48.0,1,0,Guindalera,Salamanca
155000,Piso,interior,2,30.0,1,0,Embajadores,Centro
230000,Piso,exterior,2,124.0,1,1,San Diego,Puente de Vallecas
699000,Piso,exterior,2,77.0,1,0,Universidad,Centro
879000,Piso,interior,2,67.0,1,0,Castellana,Salamanca
1025000,Ático,exterior,2,110.0,1,0,Sol,Centro
610000,Piso,exterior,1,85.0,1,0,Hispanoamérica,Chamartín
127000,Piso,interior,3,63.0,0,0,Lucero,Latina
545000,Piso,exterior,4,166.0,1,1,Mirasierra,Fuencarral-El Pardo
148000,Piso,exterior,2,73.0,1,0,Portazgo,Puente de Vallecas
219000,Piso,exterior,3,108.0,1,0,Orcasitas,Usera
89000,Piso,exterior,1,34.0,1,0,Numancia,Puente de Vallecas
89000,Piso,interior,1,34.0,1,0,Numancia,Puente de Vallecas
310000,Estudio,exterior,0,34.0,1,0,Justicia,Centro
66000,Piso,interior,1,34.0,1,0,Numancia,Puente de Vallecas
198000,Piso,exterior,1,34.0,1,0,Embajadores,Centro
220000,Piso,interior,1,35.0,1,0,Las Delicias,Arganzuela
230000,Estudio,interior,0,35.0,1,0,Cuatro Caminos,Tetuán
280000,Piso,interior,2,35.0,1,0,Ibiza,Retiro
679000,Piso,interior,2,67.0,1,0,Lista,Salamanca
679000,Piso,interior,2,67.0,1,0,Lista,Salamanca
679000,Piso,interior,2,67.0,1,0,Lista,Salamanca
157000,Piso,exterior,4,134.0,1,0,Orcasur,Usera
157500,Piso,exterior,2,77.0,1,0,Santa Eugenia,Villa de Vallecas
157990,Piso,exterior,2,60.0,1,0,Puerta Bonita,Carabanchel
158000,Piso,exterior,2,53.0,1,0,Moscardó,Usera
158000,Piso,exterior,2,53.0,1,0,Moscardó,Usera
158000,Piso,exterior,2,53.0,1,0,Moscardó,Usera
158000,Estudio,exterior,0,46.0,1,0,San Isidro,Carabanchel
850000,Ático,exterior,2,87.0,1,0,Hispanoamérica,Chamartín
3380000,Piso,exterior,5,346.0,1,0,Justicia,Centro
879000,Piso,exterior,2,90.0,1,0,Castellana,Salamanca
879000,Piso,exterior,2,90.0,1,0,Castellana,Salamanca
820000,Piso,exterior,2,84.0,1,0,Sol,Centro
859000,Piso,exterior,2,88.0,1,0,Sol,Centro
859000,Piso,exterior,2,88.0,1,0,Sol,Centro
859000,Piso,exterior,2,88.0,1,0,Sol,Centro
859000,Piso,exterior,2,88.0,1,0,Sol,Centro
575000,Ático,exterior,3,112.0,1,1,Rosas,San Blas-Canillejas
829000,Piso,exterior,3,102.0,1,0,Cortes,Centro
325000,Piso,exterior,2,89.0,1,1,El Cañaveral,Vicálvaro
69900,Piso,exterior,1,58.0,1,0,Numancia,Puente de Vallecas
2200000,Ático,exterior,2,126.0,1,1,Recoletos,Salamanca
840000,Ático,exterior,3,145.0,1,1,Imperial,Arganzuela
205265,Piso,exterior,3,98.0,1,0,Palomeras Bajas,Puente de Vallecas
839000,Piso,exterior,3,110.0,1,0,Universidad,Centro
930000,Piso,exterior,2,126.0,1,0,Universidad,Centro
255000,Piso,exterior,2,131.0,1,1,Casco Histórico de Vallecas,Villa de Vallecas
749000,Piso,exterior,2,137.0,1,0,Guindalera,Salamanca
810000,Chalet,interior,3,236.0,0,0,El Goloso,Fuencarral-El Pardo
1384000,Piso,exterior,3,140.0,1,0,Goya,Salamanca
235000,Piso,interior,1,45.0,1,0,Arapiles,Chamberí
126000,Piso,exterior,3,71.0,1,0,Entrevías,Puente de Vallecas
89000,Piso,exterior,2,45.0,1,0,Palomeras Bajas,Puente de Vallecas
2000000,Piso,interior,3,209.0,1,0,Recoletos,Salamanca
140000,Piso,exterior,2,74.0,1,0,Los Cármenes,Latina
1080000,Piso,exterior,2,107.0,1,0,Justicia,Centro
119000,Piso,exterior,1,44.0,1,0,San Isidro,Carabanchel
129900,Piso,exterior,2,52.0,1,0,Aeropuerto,Barajas
54000,Piso,interior,2,22.0,1,0,Palomeras Bajas,Puente de Vallecas
89990,Estudio,exterior,0,22.0,1,0,San Diego,Puente de Vallecas
64000,Estudio,exterior,0,22.0,1,0,Numancia,Puente de Vallecas
73000,Estudio,interior,0,22.0,1,0,San Diego,Puente de Vallecas
85000,Piso,interior,1,22.0,1,0,San Diego,Puente de Vallecas
174900,Piso,interior,1,23.0,1,0,Palos de Moguer,Arganzuela
195000,Estudio,exterior,0,23.0,1,0,Justicia,Centro
174900,Piso,interior,1,23.0,1,0,Palos de Moguer,Arganzuela
290000,Piso,interior,2,50.0,1,0,Lista,Salamanca
420000,Piso,interior,1,50.0,1,0,Goya,Salamanca
500000,Piso,exterior,1,50.0,1,0,Almagro,Chamberí
199900,Piso,interior,1,50.0,1,0,Las Delicias,Arganzuela
335000,Piso,exterior,2,50.0,1,0,Guindalera,Salamanca
160000,Piso,exterior,1,50.0,1,1,Casco Histórico de Vallecas,Villa de Vallecas
209995,Piso,interior,2,50.0,1,0,Palacio,Centro
249850,Ático,exterior,3,126.0,1,0,Butarque,Villaverde
99182,Piso,exterior,1,50.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
144900,Piso,exterior,3,73.0,1,0,Entrevías,Puente de Vallecas
149000,Piso,exterior,1,75.0,1,0,Palomeras Bajas,Puente de Vallecas
149000,Piso,exterior,3,75.0,1,0,Butarque,Villaverde
155000,Piso,exterior,4,78.0,1,0,San Isidro,Carabanchel
239000,Piso,exterior,3,120.0,1,0,San Isidro,Carabanchel
1730000,Piso,exterior,3,137.0,1,0,Goya,Salamanca
4350000,Piso,exterior,4,345.0,1,0,Jerónimos,Retiro
3125000,Piso,exterior,3,248.0,1,0,Recoletos,Salamanca
3880000,Piso,exterior,3,308.0,1,0,Castellana,Salamanca
1700000,Piso,exterior,3,135.0,1,0,Goya,Salamanca
4550000,Piso,interior,4,362.0,1,1,Castellana,Salamanca
465000,Piso,exterior,1,37.0,1,0,El Viso,Chamartín
169900,Piso,exterior,3,57.0,1,0,Puerta Bonita,Carabanchel
169900,Piso,exterior,3,60.0,1,0,Amposta,San Blas-Canillejas
169900,Piso,exterior,3,57.0,1,0,Puerta Bonita,Carabanchel
169900,Piso,exterior,3,57.0,1,0,Puerta Bonita,Carabanchel
169900,Chalet,interior,3,69.0,0,0,Entrevías,Puente de Vallecas
169900,Piso,exterior,3,64.0,1,0,Abrantes,Carabanchel
930000,Ático,exterior,1,65.0,1,1,Recoletos,Salamanca
2160000,Piso,exterior,2,151.0,1,0,Justicia,Centro
4000000,Piso,exterior,4,280.0,1,0,Recoletos,Salamanca
3850000,Piso,exterior,4,270.0,1,0,Almagro,Chamberí
3350000,Piso,exterior,3,235.0,1,0,Recoletos,Salamanca
9500000,Casa,interior,16,667.0,0,0,El Viso,Chamartín
2997000,Piso,exterior,3,211.0,1,0,Recoletos,Salamanca
3400000,Piso,exterior,3,240.0,1,0,Recoletos,Salamanca
1190000,Piso,exterior,2,84.0,1,0,Recoletos,Salamanca
5650000,Piso,exterior,3,400.0,1,1,Castellana,Salamanca
2400000,Dúplex,exterior,3,170.0,1,0,Recoletos,Salamanca
1595000,Ático,exterior,2,113.0,1,0,Justicia,Centro
1495000,Ático,exterior,1,106.0,1,1,Trafalgar,Chamberí
1100000,Ático,exterior,2,78.0,1,0,Sol,Centro
1100000,Piso,exterior,2,78.0,1,1,Recoletos,Salamanca
1790000,Piso,exterior,2,127.0,1,1,Castellana,Salamanca
1620000,Ático,exterior,2,115.0,1,1,Lista,Salamanca
3450000,Piso,exterior,3,245.0,1,1,Recoletos,Salamanca
1435000,Piso,exterior,2,102.0,1,1,Universidad,Centro
3400000,Piso,exterior,4,242.0,1,0,Jerónimos,Retiro
5290000,Piso,exterior,4,377.0,1,1,Almagro,Chamberí
1500000,Ático,exterior,2,107.0,1,0,Justicia,Centro
249990,Dúplex,exterior,1,90.0,1,1,San Diego,Puente de Vallecas
1039000,Piso,exterior,3,103.0,1,0,Universidad,Centro
268000,Piso,exterior,3,119.0,1,0,Simancas,San Blas-Canillejas
250000,Piso,exterior,3,95.0,1,0,Pavones,Moratalaz
384600,Dúplex,exterior,2,86.0,1,0,Fuente del Berro,Salamanca
92610,Piso,exterior,3,66.0,1,0,Simancas,San Blas-Canillejas
85700,Piso,exterior,2,61.0,1,0,Ambroz,Vicálvaro
81900,Piso,interior,2,58.0,1,0,Pavones,Moratalaz
100300,Piso,exterior,1,71.0,1,0,Comillas,Carabanchel
100300,Piso,interior,1,71.0,1,0,Comillas,Carabanchel
799000,Piso,interior,2,77.0,1,0,Goya,Salamanca
799000,Piso,interior,2,77.0,1,0,Goya,Salamanca
799000,Piso,exterior,2,77.0,1,0,Goya,Salamanca
990000,Ático,exterior,3,94.0,1,0,Ibiza,Retiro
990000,Piso,exterior,2,94.0,1,0,Almagro,Chamberí
990000,Piso,exterior,2,94.0,1,0,Goya,Salamanca
2600000,Piso,exterior,4,247.0,1,0,Recoletos,Salamanca
610000,Piso,interior,2,58.0,1,0,Almagro,Chamberí
925000,Piso,interior,2,88.0,1,0,Justicia,Centro
1890000,Piso,exterior,3,180.0,1,0,Castellana,Salamanca
125000,Piso,exterior,3,60.0,1,0,Pueblo Nuevo,Ciudad Lineal
299000,Piso,interior,3,70.0,1,0,Pueblo Nuevo,Ciudad Lineal
160000,Piso,exterior,2,53.0,1,0,Entrevías,Puente de Vallecas
160600,Piso,exterior,3,91.0,1,0,Concepción,Ciudad Lineal
160600,Piso,exterior,1,45.0,1,0,Pradolongo,Usera
661500,Piso,exterior,1,63.0,1,0,Arapiles,Chamberí
850000,Piso,exterior,2,81.0,1,0,Recoletos,Salamanca
310000,Piso,exterior,3,83.0,1,0,Canillas,Hortaleza
284900,Piso,interior,2,54.0,1,1,El Cañaveral,Vicálvaro
240000,Piso,exterior,5,100.0,1,0,Apóstol Santiago,Hortaleza
240000,Piso,exterior,3,100.0,1,0,Aluche,Latina
260000,Piso,exterior,2,61.0,1,0,Bellas Vistas,Tetuán
510000,Piso,exterior,4,114.0,1,0,Prosperidad,Chamartín
595000,Piso,interior,2,83.0,1,0,Goya,Salamanca
546000,Piso,exterior,2,95.0,1,0,Pinar de Chamartín,Ciudad Lineal
280000,Piso,exterior,2,55.0,1,0,Colina,Ciudad Lineal
310000,Piso,exterior,1,76.0,1,0,Ciudad Jardín,Chamartín
2550000,Piso,exterior,4,480.0,1,1,Nueva España,Chamartín
2550000,Piso,exterior,4,231.0,1,0,Castellana,Salamanca
2550000,Piso,exterior,5,305.0,1,0,Recoletos,Salamanca
2550000,Piso,exterior,5,510.0,1,1,Castellana,Salamanca
2550000,Casa,interior,8,594.0,0,1,Casa de Campo,Moncloa-Aravaca
2550000,Ático,exterior,5,280.0,1,1,Almagro,Chamberí
2550000,Dúplex,exterior,4,539.0,1,1,Nueva España,Chamartín
369000,Piso,exterior,1,70.0,1,0,Universidad,Centro
1250000,Piso,exterior,3,150.0,1,0,Arapiles,Chamberí
1090000,Dúplex,exterior,4,157.0,1,1,Peñagrande,Fuencarral-El Pardo
2990000,Piso,exterior,3,250.0,1,0,Recoletos,Salamanca
889000,Piso,exterior,2,118.0,1,0,Sol,Centro
450000,Piso,exterior,3,86.0,1,0,La Chopera,Arganzuela
889000,Piso,exterior,2,118.0,1,0,Sol,Centro
224400,Piso,interior,2,54.0,1,0,Barrio del Pilar,Fuencarral-El Pardo
124900,Piso,exterior,1,28.0,1,0,Valverde,Fuencarral-El Pardo
235000,Piso,exterior,2,75.0,1,0,Casa de Campo,Moncloa-Aravaca
259000,Piso,exterior,2,71.0,1,0,Pinar del Rey,Hortaleza
294000,Piso,exterior,2,56.0,1,0,Prosperidad,Chamartín
265000,Piso,interior,2,64.0,1,0,Embajadores,Centro
149000,Estudio,exterior,0,47.0,1,0,Pueblo Nuevo,Ciudad Lineal
275000,Piso,exterior,1,73.0,1,0,Las Acacias,Arganzuela
1100000,Piso,exterior,3,183.0,1,1,Piovera,Hortaleza
329000,Piso,exterior,1,76.0,1,0,Las Acacias,Arganzuela
132000,Estudio,exterior,0,36.0,1,0,Marroquina,Moratalaz
310000,Piso,exterior,3,98.0,1,0,Lucero,Latina
225000,Piso,exterior,1,52.0,1,0,Valdeacederas,Tetuán
1500000,Piso,exterior,3,230.0,1,1,Castillejos,Tetuán
435000,Piso,exterior,3,96.0,1,0,Concepción,Ciudad Lineal
1337500,Piso,interior,2,101.0,1,0,Recoletos,Salamanca
4500000,Piso,exterior,5,340.0,1,0,Castellana,Salamanca
4500000,Piso,exterior,5,340.0,1,1,Almagro,Chamberí
2480000,Casa,interior,7,960.0,0,1,Mirasierra,Fuencarral-El Pardo
2450000,Piso,exterior,4,194.0,1,0,Recoletos,Salamanca
2450000,Piso,exterior,4,169.0,1,0,Recoletos,Salamanca
2450000,Ático,exterior,4,593.0,1,1,Nueva España,Chamartín
2450000,Piso,exterior,3,240.0,1,0,Justicia,Centro
239000,Piso,exterior,1,37.0,1,0,Argüelles,Moncloa-Aravaca
268700,Piso,interior,1,48.0,1,0,Universidad,Centro
1900000,Piso,exterior,3,211.0,1,1,Recoletos,Salamanca
1900000,Piso,exterior,4,218.0,1,1,Nueva España,Chamartín
1900000,Piso,exterior,3,170.0,1,0,Almagro,Chamberí
1900000,Piso,exterior,3,169.0,1,0,Almagro,Chamberí
1900000,Dúplex,exterior,6,294.0,1,1,Valdemarín,Moncloa-Aravaca
1895000,Piso,exterior,5,308.0,1,1,El Viso,Chamartín
299000,Piso,exterior,4,103.0,1,0,Las Águilas,Latina
215000,Piso,interior,1,28.0,1,0,Universidad,Centro
215000,Piso,interior,1,28.0,1,0,Universidad,Centro
100200,Piso,interior,1,28.0,1,0,Rejas,San Blas-Canillejas
110000,Dúplex,exterior,1,28.0,1,1,Rejas,San Blas-Canillejas
95000,Estudio,exterior,0,28.0,1,1,Rejas,San Blas-Canillejas
152000,Piso,exterior,1,29.0,1,0,Castillejos,Tetuán
599000,Piso,exterior,3,128.0,1,0,Pacífico,Retiro
820000,Piso,exterior,3,135.0,1,1,Niño Jesús,Retiro
750000,Piso,exterior,4,146.0,1,0,Universidad,Centro
6800000,Casa,interior,8,819.0,0,1,Piovera,Hortaleza
745000,Piso,exterior,3,132.0,1,0,Sol,Centro
360000,Piso,exterior,4,115.0,1,0,Fontarrón,Moratalaz
184260,Piso,exterior,3,90.0,1,0,Arcos,San Blas-Canillejas
213000,Piso,exterior,3,104.0,1,1,La Paz,Fuencarral-El Pardo
201000,Piso,exterior,3,98.0,1,0,Palomeras Sureste,Puente de Vallecas
281000,Piso,exterior,3,137.0,1,1,Butarque,Villaverde
199000,Piso,exterior,4,97.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
137500,Dúplex,exterior,2,67.0,1,0,Villaverde Alto,Villaverde
195000,Dúplex,exterior,1,95.0,1,1,Buenavista,Carabanchel
325000,Piso,interior,1,35.0,1,0,Palacio,Centro
230000,Estudio,interior,0,35.0,1,0,Cuatro Caminos,Tetuán
195000,Estudio,interior,0,35.0,1,0,Embajadores,Centro
375000,Piso,interior,3,105.0,1,0,Cortes,Centro
990000,Piso,exterior,2,95.0,1,0,Justicia,Centro
315000,Piso,interior,2,65.0,1,0,Goya,Salamanca
859000,Piso,exterior,3,115.0,1,0,Universidad,Centro
859000,Piso,exterior,3,115.0,1,0,Universidad,Centro
415000,Piso,exterior,4,133.0,1,0,Valdefuentes,Hortaleza
2900000,Piso,exterior,3,230.0,1,0,Recoletos,Salamanca
2900000,Piso,exterior,3,230.0,1,1,Recoletos,Salamanca
5280000,Piso,exterior,3,420.0,1,0,Recoletos,Salamanca
2650000,Piso,exterior,4,394.0,1,1,Nueva España,Chamartín
2650000,Ático,exterior,3,160.0,1,0,Justicia,Centro
2650000,Piso,exterior,2,260.0,1,0,Justicia,Centro
2640000,Piso,exterior,4,230.0,1,0,Recoletos,Salamanca
2625000,Piso,exterior,3,215.0,1,0,Justicia,Centro
2621500,Piso,exterior,4,177.0,1,0,Castellana,Salamanca
460000,Piso,exterior,2,90.0,1,0,Berruguete,Tetuán
229000,Piso,interior,2,67.0,1,0,Palacio,Centro
465000,Dúplex,exterior,2,165.0,1,0,Pacífico,Retiro
3200000,Casa,interior,7,410.0,0,1,El Viso,Chamartín
1129000,Piso,interior,2,97.0,1,0,Lista,Salamanca
347000,Piso,exterior,2,99.0,1,0,Guindalera,Salamanca
75000,Piso,exterior,1,29.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
165000,Piso,exterior,3,48.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
4800000,Piso,exterior,3,400.0,1,1,Goya,Salamanca
290000,Piso,interior,2,54.0,1,0,Lista,Salamanca
330000,Piso,exterior,4,115.0,1,0,Valdefuentes,Hortaleza
340000,Piso,exterior,4,137.0,1,1,Pueblo Nuevo,Ciudad Lineal
325000,Piso,exterior,2,84.0,1,1,Valdeacederas,Tetuán
990000,Ático,exterior,2,95.0,1,0,Justicia,Centro
1500000,Piso,exterior,3,113.0,1,0,Recoletos,Salamanca
156000,Dúplex,exterior,1,33.0,1,0,Castillejos,Tetuán
220000,Piso,interior,1,33.0,1,0,Guindalera,Salamanca
188800,Piso,exterior,1,21.0,1,0,Valdefuentes,Hortaleza
143000,Estudio,interior,0,21.0,1,0,Universidad,Centro
1450000,Piso,exterior,3,140.0,1,0,Goya,Salamanca
195000,Piso,exterior,3,140.0,1,0,San Diego,Puente de Vallecas
495000,Piso,exterior,2,115.0,1,0,Almendrales,Usera
1237000,Chalet,interior,6,702.0,0,0,Peñagrande,Fuencarral-El Pardo
4500000,Chalet,interior,4,692.0,0,1,Nueva España,Chamartín
190000,Piso,exterior,1,65.0,1,1,Villaverde Alto,Villaverde
965000,Ático,exterior,3,122.0,1,0,Palacio,Centro
395000,Piso,exterior,1,47.0,1,0,Gaztambide,Chamberí
499000,Ático,exterior,3,160.0,1,1,El Cañaveral,Vicálvaro
366500,Piso,interior,3,106.0,1,0,Comillas,Carabanchel
954000,Dúplex,exterior,5,217.0,1,1,San Juan Bautista,Ciudad Lineal
990000,Ático,exterior,3,109.0,1,0,Argüelles,Moncloa-Aravaca
2150000,Ático,exterior,3,165.0,1,0,Castellana,Salamanca
700000,Piso,exterior,3,135.0,1,0,Castilla,Chamartín
649000,Piso,exterior,3,140.0,1,0,Cuatro Caminos,Tetuán
212000,Estudio,exterior,0,38.0,1,0,Legazpi,Arganzuela
1295000,Dúplex,exterior,6,369.0,1,1,Canillejas,San Blas-Canillejas
242000,Piso,interior,2,32.0,1,0,Embajadores,Centro
118000,Piso,exterior,1,63.0,1,0,San Cristóbal de los Ángeles,Villaverde
118000,Piso,exterior,1,46.0,1,0,Los Cármenes,Latina
118000,Estudio,interior,0,58.0,0,0,Los Rosales,Villaverde
118000,Piso,exterior,1,40.0,1,0,Berruguete,Tetuán
118000,Piso,exterior,1,47.0,1,0,San Diego,Puente de Vallecas
118197,Piso,exterior,2,65.0,1,0,San Cristóbal de los Ángeles,Villaverde
182563,Piso,exterior,1,52.0,1,1,Buenavista,Carabanchel
420000,Piso,interior,2,52.0,1,0,Trafalgar,Chamberí
